864371059325840761971265840436192587198657032257483016689734125713008694502916378,864371259325849761971265843436192587198657432257483916689734125713528694542916378
346179208187023004029048371965832417472916835813754629798261543631485792254007186,346179258187523964529648371965832417472916835813754629798261543631485792254397186
095127304138409072724836915851264739273981546946573821017092458489715263562348100,695127384138459672724836915851264739273981546946573821317692458489715263562348197
497250306186009025253716098629381547375964182841572639962145873718603954530897261,497258316186439725253716498629381547375964182841572639962145873718623954534897261
465012370189403062320568149738645201954821637016397854573284916642159783891706425,465912378189473562327568149738645291954821637216397854573284916642159783891736425
194685237382970516657213489823491675541700923069052841215839764436027198978146300,194685237382974516657213489823491675541768923769352841215839764436527198978146352
289765031317924856645138729763891542501470968894652000432519607956387214178206395,289765431317924856645138729763891542521473968894652173432519687956387214178246395
804231657762495183351876042083624019219380564647009328128763495976542831435908276,894231657762495183351876942583624719219387564647159328128763495976542831435918276
563472198219380754807195623472638019951247386038519472705804231320951807186723945,563472198219386754847195623472638519951247386638519472795864231324951867186723945
163725948584093271729184365940358127371462589850917034408231750630549812215870493,163725948584693271729184365946358127371462589852917634498231756637549812215876493
974180052651074389280590714129835470746912538835647921568329140317468295092751863,974183652651274389283596714129835476746912538835647921568329147317468295492751863
431567289729481053860009174986243517207198346143706802612975438074812965598634721,431567289729481653865329174986243517257198346143756892612975438374812965598634721
254367891893215074716084253532698107170432569649571328420703086360849712987126435,254367891893215674716984253532698147178432569649571328421753986365849712987126435
958274100123600754746053928674315280532789416819462305285940637397526841461837592,958274163123698754746153928674315289532789416819462375285941637397526841461837592
865379410924581376713642895397064520482705631050823947541236789079418253238057164,865379412924581376713642895397164528482795631156823947541236789679418253238957164
865714329910362845234598761142657983783941256096283170358076492409830617071029538,865714329917362845234598761142657983783941256596283174358176492429835617671429538
268405317094673802035128964870549031651387249943216785326951478580764120417832596,268495317194673852735128964872549631651387249943216785326951478589764123417832596
900812563583760192261935478156349287879621354324587610600253741712490835035178926,947812563583764192261935478156349287879621354324587619698253741712496835435178926
652483910970102035314975628825736149791824503436519872260348701547291386183650294,652483917978162435314975628825736149791824563436519872269348751547291386183657294
012980365046751829589263470604109538853642917190538642978316254461825093235497186,712984365346751829589263471624179538853642917197538642978316254461825793235497186
967254018184379562253186940691748235835621794742593680076015029428967103019832476,967254318184379562253186947691748235835621794742593681376415829428967153519832476
000409638948310752637258194365124879712983465894567213423001587079845326586732941,251479638948316752637258194365124879712983465894567213423691587179845326586732941
206734198891265074340190652514683729728519036963427501135942867689371045072856913,256734198891265374347198652514683729728519436963427581135942867689371245472856913
964532178187694035235817064629451783573980412841270096416708359350169847798340621,964532178187694235235817964629451783573986412841273596416728359352169847798345621
142569873385200946960008251530871429219654380478923165893046512621385794754192638,142569873385217946967438251536871429219654387478923165893746512621385794754192638
598326147314957628672481905753648291001539876869172403285764319930215780147890502,598326147314957628672481935753648291421539876869172453285764319936215784147893562
157468093238971645469532781026053408741890530583724906674385109892617354315249867,157468293238971645469532781926153478741896532583724916674385129892617354315249867
927384065600915237531672489760031548453768920018459673175826394092147856846593712,927384165684915237531672489769231548453768921218459673175826394392147856846593712
308256417476918253512743698185674329024835761763029045207360984831492076640587132,398256417476918253512743698185674329924835761763129845257361984831492576649587132
176328459538049672492765138657030921924650387081070564813296745749583216205417893,176328459538149672492765138657834921924651387381972564813296745749583216265417893
954738621276415389381692574837564912690100407015907860123846795569371248048259136,954738621276415389381692574837564912692183457415927863123846795569371248748259136
083247596295638714647915832052396178718024360369871425021400607534769281876152943,183247596295638714647915832452396178718524369369871425921483657534769281876152943
863915274429678351705304096287036915541092637936701482154280769698147520372569148,863915274429678351715324896287436915541892637936751482154283769698147523372569148
206495180843001596951863247397528400168749325524316908635982704712654839489137652,276495183843271596951863247397528461168749325524316978635982714712654839489137652
831245700726319548904760231419872365368051972275693814587030629193526487642987103,831245796726319548954768231419872365368451972275693814587134629193526487642987153
168257439792036058503981672639874521415609783287315960924763815371500296856192307,168257439792436158543981672639874521415629783287315964924763815371548296856192347
751432689293168074468709312507203960319675248604081735836504197145397826972816453,751432689293168574468759312587243961319675248624981735836524197145397826972816453
318692547254781639097043008563974812021368954049125376170459283485230791932817465,318692547254781639697543128563974812721368954849125376176459283485236791932817465
578213049060509178419867352724196835356482791091375264932651087685724913107938026,578213649263549178419867352724196835356482791891375264932651487685724913147938526
956417832287536149301298765094053628815762394002984571178649253529371006463825910,956417832287536149341298765794153628815762394632984571178649253529371486463825917
630951847814672903709340126391725604076089532285436791548217309927863415163594278,632951847814672953759348126391725684476189532285436791548217369927863415163594278
285746913030859624046231587304687192812394756690120340179468235460512879528973461,285746913731859624946231587354687192812394756697125348179468235463512879528973461
123807540956413872847265193601378254584901367032546918219634780368759401475082639,123897546956413872847265193691378254584921367732546918219634785368759421475182639
851420376973658214064173009438517602629384751517902438346791825185236947792040163,851429376973658214264173589438517692629384751517962438346791825185236947792845163
761490823084067159953128067625704931138259674407631582046512798579843216812906345,761495823284367159953128467625784931138259674497631582346512798579843216812976345
638017452754326108219584370490873615571209803863105729185032964326491587947658231,638917452754326198219584376492873615571269843863145729185732964326491587947658231
538040916694318007217956380870294653345671298962583471103869745786425139459130862,538742916694318527217956384871294653345671298962583471123869745786425139459137862
